,SiteName,PrimaryUse,Borough,AreaHa,Easting,Northing
4313,Waterworks Nature Reserve,Nature reserve,Waltham Forest,13.2033,536115.0,186742.0
4314,British Legion Road Open Space,Amenity green space,Waltham Forest,0.4134,539556.0,193959.0
4315,Wigram Square,Amenity green space,Waltham Forest,0.1097,538487.0,189961.0
4316,William Morris Close,Amenity green space,Waltham Forest,0.5287,536684.0,189812.0
4317,Wingfield Park,Park,Waltham Forest,0.3158,537769.0,188689.0
4318,Yardley Corridor,Common,Waltham Forest,1.2979,538035.0,195576.0
4319,Folly Lane Playground,Play space,Waltham Forest,0.2105,536322.0,190982.0
4320,Keatley Green,Play space,Waltham Forest,0.1342,536746.0,191697.0
4321,Arnett Square Playground,Play space,Waltham Forest,0.1418,536715.0,191860.0
4322,Greenleaf Road Playground,Play space,Waltham Forest,0.0367,536937.0,189634.0
4323,Cambrian Gardens,Formal garden,Waltham Forest,0.0945,537300.0,187457.0
4324,Goode Memorial Gardens,Formal garden,Waltham Forest,0.1175,537365.0,193328.0
4325,Walnut Road Playground,Play space,Waltham Forest,0.0386,537580.0,186635.0
4326,Vestry Road Playground,Play space,Waltham Forest,0.2523,537716.0,189018.0
4327,Leyton Green,Amenity green space,Waltham Forest,0.1028,538053.0,187985.0
4328,Marlowe Road Recreation Ground,Recreation ground,Waltham Forest,0.2498,538344.0,189526.0
4329,Chingford War Memorial,Formal garden,Waltham Forest,0.0306,538424.0,194412.0
4330,Vincent Road Playground,Play space,Waltham Forest,0.0662,538850.0,191597.0
4331,Cathall Green,Amenity green space,Waltham Forest,0.4652,538934.0,186440.0
4332,Artesian Gardens Playground,Play space,Waltham Forest,0.0716,539046.0,186385.0
4333,Epicentre Playground,Play space,Waltham Forest,0.0897,539082.0,186460.0
4334,Dyers Hall Playground,Play space,Waltham Forest,0.0466,539096.0,187225.0
4335,Harrow Green,Park,Waltham Forest,0.1276,539235.0,186267.0
4336,Church Lane Playground,Play space,Waltham Forest,0.0524,539230.0,187214.0
4337,Elmfield Road Open Space,Amenity green space,Waltham Forest,0.1373,535774.0,188424.0
4338,Cheney Row Open Space,Amenity green space,Waltham Forest,3.0594,536642.0,191079.0
4339,Seymour Road Playground,Play space,Waltham Forest,0.2029,536878.0,187039.0
4340,Folly Lane Community Woodland,Public woodland,Waltham Forest,4.1599,536686.0,191501.0
4341,Brooks Farm,City farm,Waltham Forest,0.5167,537965.0,187602.0
4342,Jubilee Gardens,Formal garden,Waltham Forest,0.0999,539137.0,185903.0
4343,All Saints Churchyard,Cemetery/churchyard,Waltham Forest,0.2246,537365.0,193371.0
4344,Bellamy Road Memorial Garden,Formal garden,Waltham Forest,0.0166,537880.0,191707.0
4345,Bridge Road Playground,Play space,Waltham Forest,0.0603,536525.0,187666.0
4346,Chesnuts Show Ground,Playing fields,Waltham Forest,4.1426,537806.0,190032.0
4347,Ching Walkway,Walking/cycling route,Waltham Forest,1.3678,537348.0,191347.0
4348,Chingford Plain - Developing Woodland,Common,Waltham Forest,1.212,538138.0,195672.0
4349,Hawkwood Nature Reserve,Nature reserve,Waltham Forest,1.5621,538181.0,195467.0
4350,Chingford Plain West -  Southern Land,Common,Waltham Forest,6.1791,538325.0,194831.0
4351,Chingford Plain West - Golf Course,Golf course,Waltham Forest,44.943,539013.0,195211.0
4352,Chingford Road,Amenity green space,Waltham Forest,0.1341,537470.0,190238.0
4353,Coppermill Park,Play space,Waltham Forest,0.236,535905.0,188685.0
4354,Epping Forest - Chingford Plain West,Common,Waltham Forest,4.1804,538436.0,195621.0
4355,Folly LaneVacant Land,Vacant land,Waltham Forest,0.6643,536521.0,191647.0
4356,Friendship Gardens,Formal garden,Waltham Forest,0.1263,537083.0,187592.0
4357,Kingfisher Sports Ground,Playing fields,Waltham Forest,3.617,537128.0,191093.0
4358,Kitchener Road Park,Park,Waltham Forest,1.9683,537908.0,190843.0
4359,Lea Valley Playing Fields - Shrub Area,Vacant land,Waltham Forest,0.5905,537423.0,194577.0
4360,Leigh Road,Amenity green space,Waltham Forest,0.0132,538419.0,187494.0
4361,Low Hall Conservation Area,Nature reserve,Waltham Forest,0.6659,535948.0,188148.0
4362,Mallinson Park Woods,Nature reserve,Waltham Forest,5.0735,539606.0,191552.0
4363,Oliver Road Open Space,Amenity green space,Waltham Forest,0.3091,537876.0,186247.0
4364,Pole Hill,Common,Waltham Forest,27.088,538330.0,195110.0
4365,Priory Court Playground,Play space,Waltham Forest,0.3101,536647.0,190057.0
4366,Queens Road Playground,Play space,Waltham Forest,0.0466,536718.0,188235.0
4367,SCORE Playground,Play space,Waltham Forest,0.152,537704.0,186501.0
4368,South Grove Road Open Space,Amenity green space,Waltham Forest,0.0965,536743.0,188826.0
4369,The Ching,River,Waltham Forest,0.4261,537102.0,191599.0
4370,The Ching and Brookfield Meadow,Nature reserve,Waltham Forest,1.6095,538977.0,191665.0
4371,The Drive Amenity Park,Park,Waltham Forest,0.1182,537785.0,189368.0
4372,The Highams Park,Park,Waltham Forest,8.8354,539490.0,192218.0
4373,Thomas Gamuel Park,Park,Waltham Forest,0.9709,537123.0,188187.0
4374,Vestry Road,Amenity green space,Waltham Forest,0.0299,537788.0,189128.0
4375,Walthamstow Marshes - Coppermill Fields,Common,Waltham Forest,5.6855,535218.0,187928.0
4376,Walthamstow Town Square Gardens,Formal garden,Waltham Forest,0.8783,537190.0,189039.0
4377,Leyton Marshes,Playing fields,Waltham Forest,9.9498,535594.0,186960.0
4378,Brookes Market Open Space,Civic/market square,Camden,0.0548,531210.0,181757.0
4379,Broadgate Plaza,Other hard surfaced areas,City of London,0.3005,533310.0,181978.0
4380,St. Martin's Courtyard,Other hard surfaced areas,Westminster,0.0936,530111.0,180965.0
4381,Merchant Square,Other hard surfaced areas,Westminster,1.2865,526760.0,181545.0
4382,Pearsons Park,Park,Southwark,0.3956,536519.0,180162.0
4383,Holly Grove Shrubbery,Park,Southwark,0.3257,534063.0,176335.0
4384,Marlborough Sports Garden,Playing fields,Southwark,0.3412,532462.0,179966.0
4385,Mount Pleasant,Other,Camden,0.0629,531022.0,182143.0
4386,The Dell,Other,Camden,0.0484,530910.0,182553.0
4387,Marchmont Community Garden,Community garden,Camden,0.0258,530182.0,182353.0
4388,Peace Garden,Community garden,Camden,0.0181,530307.0,182629.0
4389,Tolmers Square,Landscaping around premises,Camden,0.1025,529294.0,182440.0
4390,Garden of Friends House,Formal garden,Camden,0.096,529689.0,182507.0
4391,Frederick Street Community Garden,Other,Camden,0.0316,530774.0,182739.0
4392,Kings Cross Square,Other hard surfaced areas,Camden,0.5779,530253.0,182972.0
4393,Pancras Square,Civic/market square,Camden,0.4434,530120.0,183254.0
4394,Cumberland Market Playground,Play space,Camden,0.0481,528936.0,182883.0
4395,Handyside Gardens,Park,Camden,0.2007,530281.0,183612.0
4396,Linstead Street Open Space,Other,Camden,0.0273,525097.0,184462.0
4397,Broadhurst Gardens Childrens Play Area,Play space,Camden,0.0681,526118.0,184687.0
4398,College Crescent,Other,Camden,0.0369,526582.0,184560.0
4399,Northways Corner,Other,Camden,0.0397,526641.0,184391.0
4400,Eton Avenue,Other,Camden,0.0095,526766.0,184396.0
4401,Elsworthy Road Enclosure,Other,Camden,0.0244,527113.0,183894.0
4402,Maitland Park Enclosure,Other,Camden,0.025,527997.0,184925.0
4403,Rochester Place,Other,Camden,0.1072,529033.0,184508.0
4404,Camden Square Walkway,Other,Camden,0.0794,529690.0,184601.0
4405,Barnfield & Woodfield Open Space,Landscaping around premises,Camden,0.1812,527684.0,185189.0
4406,Brimmington Park,Park,Southwark,1.8048,535083.0,177227.0
4407,Dickens Square Park,Park,Southwark,1.1521,532450.0,179324.0
4408,Bermondsey Spa Gardens,Park,Southwark,1.5518,533768.0,179085.0
4409,Gondar Gardens,Other,Camden,0.0472,524795.0,185260.0
4410,Holly Bush Hill,Other,Camden,0.0165,526275.0,185924.0
4411,Benhill Road Nature Garden,Nature reserve,Southwark,0.1672,532893.0,177134.0
4412,Flask Walk,Other,Camden,0.0393,526565.0,185877.0
4413,South End Green,Other hard surfaced areas,Camden,0.0815,527299.0,185532.0
4414,South End Triangle,Other,Camden,0.0812,527122.0,185845.0
4415,Bell Moor,Road island/verge,Camden,0.049,526331.0,186270.0
4416,Kirkwood Road Nature Reserve,Nature reserve,Southwark,0.1931,534839.0,176557.0
4417,Spaniards End,Other,Camden,0.0554,526594.0,187178.0
4418,Brunswick Park,Park,Southwark,1.6014,533023.0,176936.0
4419,Red Cross Garden,Formal garden,Southwark,0.1221,532346.0,179966.0
4420,Leathermarket Gardens,Park,Southwark,1.1932,533091.0,179731.0
4421,Hind Court,Civic/market square,City of London,0.0122,531427.0,181221.0
4422,John Carpenter Street,Other hard surfaced areas,City of London,0.0446,531509.0,180857.0
4423,New Ludgate Place,Other hard surfaced areas,City of London,0.0302,531756.0,181214.0
4424,Open space at Playhouse Yard,Other hard surfaced areas,City of London,0.0087,531776.0,181030.0
4425,Nursery Row Park,Park,Southwark,1.7488,532638.0,178535.0
4426,South End Triangle,Other,Camden,0.0705,527123.0,185844.0
4427,Gospel Oak Station SNCI,Other,Camden,0.404,528184.0,185730.0
4428,Potters Fields Park,Park,Southwark,1.2891,533479.0,180111.0
4429,St Benets Ground (b),Other,Camden,0.042,529158.0,185556.0
4430,Burlington Court Triangle,Formal garden,Camden,0.0077,528331.0,187345.0
4431,Cranford Countryside Park,Park,Hillingdon,45.3427,510031.0,177837.0
4432,Windmill Hill Enclosures,Other,Camden,0.0533,526195.0,186107.0
4433,Hale Village,Park,Haringey,0.2451,534647.0,189589.0
4434,Land Adjacent River Wandle,Nature reserve,Merton,0.7643,526549.0,170765.0
4435,The Precincts Haig Homes Open Space,Landscaping around premises,Merton,1.19,525147.0,167314.0
4436,Rookwood Open Space,Other,Merton,0.1517,522106.0,168326.0
4437,Crossway Open Space,Other,Merton,0.0802,523146.0,168193.0
4438,Botsford Road Open Space,Other,Merton,0.0723,524207.0,169126.0
4439,Haynt Walk Open Space,Other,Merton,0.0566,524349.0,168898.0
4440,Dennis Park Crescent Open Space,Other,Merton,0.0787,524158.0,169588.0
4441,Edge Hill Court North,Other,Merton,0.1298,523861.0,170173.0
4442,Edge Hill Court South,Other,Merton,0.1077,523892.0,170145.0
4443,Crooked Billet Open Space,Park,Merton,0.2833,523337.0,170617.0
4444,Wimbledon War Memorial,Other,Merton,0.0328,523689.0,171179.0
4445,Welford Park and Path,Other,Merton,0.1674,524278.0,171596.0
4446,Alfreton Close Corner Park,Other,Merton,0.0397,523663.0,172330.0
4447,Seymour Road Park,Other,Merton,0.2159,523807.0,172322.0
4448,Home Park Road Open Space,Other,Merton,0.0729,525355.0,171842.0
4449,Open Space attached to Gipsy site,Other,Merton,0.2933,525954.0,171679.0
4450,Gap Road Park,Park,Merton,0.0777,525847.0,171423.0
4451,Galustian Gardens Open Space,Other,Merton,0.0686,524764.0,170803.0
4452,Hamilton Gardens Open Space,Landscaping around premises,Merton,0.0728,526196.0,170351.0
4453,Trafalgar Garden,Other,Merton,0.0743,526264.0,170254.0
4454,Hardy Gardens Open Space,Other,Merton,0.0508,526306.0,170339.0
4455,Recreation Way Open Space,Landscaping around premises,Merton,0.1138,530023.0,168456.0
4456,Hertford Way Open Space,Other,Merton,0.0972,530063.0,168066.0
4457,Moreton Green,Amenity green space,Merton,3.9604,526437.0,167282.0
4458,Broadgate Circle and Finsbury Avenue Square,Other hard surfaced areas,City of London,1.0908,533036.0,181753.0
4459,woods in Mitcham Common Golf Course,Private woodland,Merton,12.6538,528746.0,167721.0
4460,Wharf Road Gardens,Formal garden,Camden,0.2301,530242.0,183514.0
4461,Bennett's Hole,Nature reserve,Merton,1.9902,527502.0,167616.0
4462,wasteland between warehouses and the River Wandle,Vacant land,Merton,0.5692,527717.0,167142.0
4463,National Trust land in Merton Hall Park - private gardens,Formal garden,Merton,1.1565,526407.0,169145.0
4464,Land Adjacent River Wandle - fragment,Other,Merton,0.0823,526388.0,169257.0
4465,Land Adjacent River Wandle - Wandle Trail,Nature reserve,Merton,1.5797,526342.0,169375.0
4466,verge by Merton High Street and Priory Road,Road island/verge,Merton,0.0705,526634.0,170172.0
4467,land around Eddie Catz warehouse,Landscaping around premises,Merton,0.0823,526438.0,169936.0
4468,verge beside Morden Hall Park,Road island/verge,Merton,0.0321,525837.0,169225.0
4469,Morden Hall Garden Centre,Other,Merton,1.4924,526132.0,168482.0
4470,Bird Street,Other hard surfaced areas,Westminster,0.0633,528404.0,181141.0
4471,St Helier Avenue Open Space,Amenity green space,Merton,0.6799,526190.0,167818.0
4472,Mountfort Terrace,Formal garden,Islington,0.0488,531047.0,184188.0
4473,Mountfort Crescent,Formal garden,Islington,0.0497,531032.0,184271.0
4474,Central Community Park,Park,Barnet,0.3926,524080.0,191787.0
4475,Sunbury Street Playground,Play space,Greenwich,0.3306,542973.0,179028.0
4476,Prince Imperial Road Play Area,Play space,Greenwich,0.0227,543102.0,177048.0
4477,Wilton Park Court,Amenity green space,Greenwich,0.2161,543155.0,177043.0
4478,Dreadnought Walk Play Area,Play space,Greenwich,0.1237,537798.0,177882.0
4479,Cator Park,Park,Greenwich,7.7172,540907.0,175326.0
4480,Harvey Gardens,Amenity green space,Greenwich,0.2087,541562.0,178533.0
4481,Rancliffe Gardens,Amenity green space,Greenwich,0.408,542126.0,175318.0
4482,Kingsholm Gardens,Amenity green space,Greenwich,0.3582,542047.0,175360.0
4483,Brenley Gardens,Amenity green space,Greenwich,0.224,541969.0,175414.0
4484,Lynsted Gardens,Amenity green space,Greenwich,0.1216,541882.0,175499.0
4485,The Hall Greenspace,Amenity green space,Greenwich,0.9283,540115.0,175677.0
4486,Bournbrook Road,Amenity green space,Greenwich,0.3591,542034.0,175871.0
4487,Caerleon Terrace,Amenity green space,Greenwich,0.237,546794.0,178861.0
4488,Bracondale Road,Amenity green space,Greenwich,0.146,546691.0,178894.0
4489,Nightingale Place,Amenity green space,Greenwich,0.3932,543535.0,177955.0
4490,High grove,Amenity green space,Greenwich,0.1674,544968.0,176934.0
4491,Vicarage avenue,Amenity green space,Greenwich,0.4307,540381.0,177052.0
4492,Tideslea Path,Amenity green space,Greenwich,0.3882,544883.0,180155.0
4493,Washington Road,Amenity green space,Richmond upon Thames,0.1772,522249.0,177338.0
4494,Ackinson Morley's Hospital,Nature reserve,Merton,0.7809,522449.0,170180.0
4495,Raynes Park Tennis Club,Recreation ground,Merton,0.6615,523055.0,168475.0
4496,Horse Close Wood,Public woodland,Wandsworth,1.9666,524661.0,172842.0
4497,Elizabeth Place play area,Play space,Haringey,0.076,533038.0,189385.0
4498,Elizabeth Place games court,Playing fields,Haringey,0.1132,533089.0,189396.0
4499,Harmondsworth Village Green,Village green,Hillingdon,0.0297,505721.0,177750.0
4500,Thornhill Bridge Community Garden,Community garden,Islington,0.1648,530737.0,183481.0
4501,ASL Canons Park Playing Fields,Playing fields,Harrow,7.8301,517771.0,190801.0
4502,Denmark Street pocket park,Amenity green space,Newham,0.0561,540694.0,181794.0
4503,Sandford Road pocket park,Amenity green space,Newham,0.064,542609.0,182458.0
4504,Augustus Close,Amenity green space,Hounslow,0.262,517440.0,177246.0
4505,Plashet Jewish Cemetery,Cemetery/churchyard,Newham,5.211,542032.0,184785.0
4506,Folkestone Pocket Park,Amenity green space,Newham,0.0899,543537.0,182828.0
4507,Romford Road Pocket Park,Amenity green space,Newham,0.2585,543056.0,186061.0
4508,Sheerwater Road Pocket Park,Amenity green space,Newham,0.1161,541686.0,181835.0
4509,Foxcombe Close Pocket Park,Amenity green space,Newham,0.0947,541671.0,183347.0
4510,Linear Open Space next to Beckton District Park,Amenity green space,Newham,0.783,542318.0,181363.0
4511,Mitchell walk,Walking/cycling route,Newham,1.1839,542277.0,181569.0
4512,Tollgate Road verges,Road island/verge,Newham,0.4336,542315.0,181688.0
4513,Greenwich Crescent,Amenity green space,Newham,0.0985,542227.0,181639.0
4514,Yarrow Crescent,Amenity green space,Newham,0.0698,542139.0,181819.0
4515,Henniker Point,Amenity green space,Newham,0.135,539064.0,185204.0
4516,North Woolwich Road Verges,Other,Newham,1.153,541258.0,180187.0
4517,Britannia Village Green,Village green,Newham,0.5782,540567.0,180254.0
4518,Muir Street Play Space,Play space,Newham,0.0593,542465.0,180103.0
4519,Muir Street Pocket Park,Amenity green space,Newham,0.0471,542545.0,180082.0
4520,Sheldrake Close,Amenity green space,Newham,0.2152,542724.0,180059.0
4521,Silverland Street Pocket Park,Amenity green space,Newham,0.1162,542971.0,180053.0
4522,St John's Green,Amenity green space,Newham,0.583,543043.0,179984.0
4523,Alber Road Pocket Park,Amenity green space,Newham,0.0802,543207.0,179937.0
4524,Royal Victoria Gardens Multi Use Game Area,Playing fields,Newham,0.4243,543402.0,179885.0
4525,Sheerness Mews Estate Amenity,Amenity green space,Newham,0.4587,543916.0,179945.0
4526,Linear Open Space next to Cuckold's Haven,Walking/cycling route,Newham,0.1522,544333.0,183055.0
4527,Roding Valley Way,Walking/cycling route,Newham,3.1779,544747.0,181330.0
4528,Hallywell Crescent,Amenity green space,Newham,0.3666,542987.0,181753.0
4529,Stracey Road pocket park,Amenity green space,Newham,0.0283,540386.0,185574.0
4530,Tramway avenue pocket park,Other hard surfaced areas,Newham,0.0417,538968.0,184290.0
4531,Densham Road pocket park,Amenity green space,Newham,0.0704,539485.0,183961.0
4532,Dawn Crescent Pocket Park,Amenity green space,Newham,0.2006,538914.0,183827.0
4533,Pennyroyal Avenue Play Space,Play space,Newham,0.0554,543412.0,181145.0
4534,Learoyd Gardens Pocket Park,Amenity green space,Newham,0.0778,543173.0,180995.0
4535,Newham Way Linear Open Space,Road island/verge,Newham,0.7117,543473.0,182436.0
4536,Royal Docks Road Linear Open Space,Road island/verge,Newham,0.5001,543839.0,182579.0
4537,North Circular Road Linear Open Space,Road island/verge,Newham,0.6999,544002.0,182667.0
4538,Royal Docks Linear Open Space,Walking/cycling route,Newham,0.571,543721.0,181551.0
4539,Beckton Station Amenity Space,Amenity green space,Newham,0.7283,543237.0,181545.0
4540,Sudbury Pocket Park,Amenity green space,Newham,0.1478,543348.0,181492.0
4541,Linear Open Space next to Frobisher Road,Walking/cycling route,Newham,0.989,542796.0,181365.0
4542,Strait Road Pocket Park,Amenity green space,Newham,0.0438,543260.0,180913.0
4543,Viscount Drive pocket park,Amenity green space,Newham,0.3399,542691.0,181771.0
4544,Ambrose close,Amenity green space,Newham,0.0367,542514.0,181585.0
4545,Snowshill Road pocket park,Landscaping around premises,Newham,0.1056,542129.0,185385.0
4546,Wolffe Gardens pocket park,Landscaping around premises,Newham,0.1259,539597.0,184705.0
4547,Frank Bailey Walk play area,Play space,Newham,0.0874,543258.0,184981.0
4548,Grosvenor Road pocket park,Amenity green space,Newham,0.0269,541894.0,183745.0
4549,Old School Crescent play area,Play space,Newham,0.048,540046.0,184758.0
4550,Pylon Walk,Walking/cycling route,Newham,0.913,541903.0,180963.0
4551,Victoria Docks amenity green,Amenity green space,Newham,0.3092,541453.0,180874.0
4552,Eythorne Park,Park,Lambeth,1.963,531416.0,176800.0
4553,Upper Tooting Park Playground,Play space,Wandsworth,0.0902,528066.0,172772.0
4554,Chancery Mews playground,Play space,Wandsworth,0.0102,527344.0,172587.0
